"Part D Drug Utilization and Cost Summary, Calendar Years 2011 - 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Name,Generic Name,"Claim Count, 2011","Total Spending, 2011","Beneficiary Count, 2011","Total Annual Spending Per User, 2011","Unit Count, 2011","Average Cost Per Unit (Weighted), 2011","Beneficiary Count No LIS, 2011","Average Beneficiary Cost Share No LIS, 2011","Beneficiary Count LIS, 2011","Average Beneficiary Cost Share LIS, 2011","Claim Count, 2012","Total Spending, 2012","Beneficiary Count, 2012","Total Annual Spending Per User, 2012","Unit Count, 2012","Average Cost Per Unit (Weighted), 2012","Beneficiary Count No LIS, 2012","Average Beneficiary Cost Share No LIS, 2012","Beneficiary Count LIS, 2012","Average Beneficiary Cost Share LIS, 2012","Claim Count, 2013","Total Spending, 2013","Beneficiary Count, 2013","Total Annual Spending Per User, 2013","Unit Count, 2013","Average Cost Per Unit (Weighted), 2013","Beneficiary Count No LIS, 2013","Average Beneficiary Cost Share No LIS, 2013","Beneficiary Count LIS, 2013","Average Beneficiary Cost Share LIS, 2013","Claim Count, 2014","Total Spending, 2014","Beneficiary Count, 2014","Total Annual Spending Per User, 2014","Unit Count, 2014","Average Cost Per Unit (Weighted), 2014","Beneficiary Count No LIS, 2014","Average Beneficiary Cost Share No LIS, 2014","Beneficiary Count LIS, 2014","Average Beneficiary Cost Share LIS, 2014","Claim Count, 2015","Total Spending, 2015","Beneficiary Count, 2015","Total Annual Spending Per User, 2015","Unit Count, 2015","Average Cost Per Unit (Weighted), 2015","Beneficiary Count No LIS, 2015","Average Beneficiary Cost Share No LIS, 2015","Beneficiary Count LIS, 2015","Average Beneficiary Cost Share LIS, 2015","Annual Change in Average Cost Per Unit, 2015"
ACULAR ,KETOROLAC TROMETHAMINE ,"3,704","$452,419.45","2,141",$211.31,"21,693",$20.86,"1,075",$78.78,"1,066",$6.33,"1,507","$208,618.44",836,$249.54,"9,244",$22.57,471,$103.68,365,$6.52,995,"$188,135.47",506,$371.81,"6,307",$29.83,310,$118.11,196,$6.94,706,"$139,160.06",359,$387.63,"4,440",$31.34,212,$104.69,147,$7.59,451,"$105,496.14",202,$522.26,"2,991",$35.27,124,$108.31,78,$8.52,
ACULAR LS ,KETOROLAC TROMETHAMINE ,"6,188","$724,099.57","3,663",$197.68,"33,562",$21.57,"2,294",$80.63,"1,369",$7.23,"2,161","$287,661.36","1,199",$239.92,"11,826",$24.32,787,$108.68,412,$6.39,"1,375","$247,413.88",772,$320.48,"7,847",$31.53,532,$110.46,240,$6.43,"1,978","$346,808.81","1,253",$276.78,"10,925",$31.74,598,$107.35,655,$3.73,573,"$127,423.16",277,$460.01,"3,421",$37.25,166,$145.53,111,$4.86,
ACUVAIL ,KETOROLAC TROMETHAMINE/PF ,"20,719","$3,000,401.30","15,153",$198.01,"735,917",$4.08,"11,079",$73.86,"4,074",$7.49,"9,245","$1,572,375.32","6,304",$249.43,"325,393",$4.83,"4,847",$82.96,"1,457",$7.93,"5,291","$1,204,871.13","3,337",$361.06,"199,594",$6.04,"2,704",$98.04,633,$6.71,"2,462","$649,436.21","1,449",$448.20,"99,095",$6.55,"1,081",$111.12,368,$8.15,"1,655","$520,734.95",877,$593.77,"70,525",$7.38,627,$153.16,250,$9.31,
ACYCLOVIR ,ACYCLOVIR ,"1,042,311","$22,751,482.71","434,279",$52.39,"61,684,272",$0.39,"272,649",$18.08,"161,630",$3.17,"1,162,514","$24,672,696.80","477,759",$51.64,"72,132,270",$0.37,"305,532",$18.57,"172,227",$3.00,"1,376,080","$55,344,740.36","564,855",$97.98,"83,298,820",$1.15,"371,233",$20.61,"193,622",$3.12,"1,527,075","$76,218,988.68","617,134",$123.50,"92,403,054",$1.57,"408,647",$21.82,"208,487",$2.63,"1,612,409","$69,585,492.93","640,006",$108.73,"99,452,823",$1.39,"427,519",$20.81,"212,487",$2.62,-12%
ACYCLOVIR SODIUM ,ACYCLOVIR SODIUM ,338,"$85,358.64",168,$508.09,"101,947",$0.90,67,$69.44,101,$1.42,362,"$80,117.38",183,$437.80,"87,055",$0.91,76,$83.23,107,$6.95,364,"$82,624.59",171,$483.18,"118,705",$0.75,74,$100.21,97,$5.25,434,"$101,085.52",171,$591.14,"136,544",$0.77,85,$125.07,86,$4.03,414,"$84,820.06",167,$507.90,"129,766",$0.66,73,$109.65,94,$1.55,
ACZONE ,DAPSONE ,"2,121","$519,176.38","1,158",$448.34,"98,520",$5.27,700,$104.01,458,$8.94,"3,256","$901,728.54","1,772",$508.88,"157,937",$5.71,"1,134",$116.35,638,$8.07,"4,799","$1,605,481.41","2,705",$593.52,"259,055",$6.20,"1,803",$106.67,902,$7.70,"6,574","$2,426,514.68","3,498",$693.69,"358,756",$6.76,"2,213",$114.36,"1,285",$8.43,"4,797","$2,003,689.84","2,573",$778.74,"270,478",$7.41,"1,733",$115.92,840,$8.41,10%
ADACEL TDAP ,"DIPH,PERTUSS(ACELL),TET VAC/PF ","119,038","$6,021,775.49","118,181",$50.95,"112,057",$56.60,"97,885",$25.56,"20,296",$3.57,"208,209","$11,206,685.59","206,471",$54.28,"173,909",$64.10,"171,499",$22.99,"34,972",$2.81,"146,032","$8,217,753.66","144,427",$56.90,"106,470",$79.47,"117,749",$27.44,"26,678",$3.22,"180,114","$9,782,644.14","179,174",$54.60,"135,511",$72.51,"144,635",$23.13,"34,539",$2.98,"189,822","$10,998,965.20","188,964",$58.21,"126,052",$87.25,"145,933",$28.76,"43,031",$3.53,22%
ADAGEN ,PEGADEMASE BOVINE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"$1,224,835.08",,,408,"$3,002.05",,,,,13,"$1,294,159.17",,,468,"$2,765.30",,,,,
ADALAT CC ,NIFEDIPINE ,"4,725","$450,533.75",968,$465.43,"212,248",$2.15,606,$282.95,362,$22.90,"3,527","$345,763.11",676,$511.48,"166,737",$2.08,423,$323.94,253,$19.12,"3,180","$331,108.68",646,$512.55,"163,701",$2.07,433,$312.85,213,$19.66,"2,714","$303,049.77",523,$579.45,"145,110",$2.13,377,$332.42,146,$21.95,"2,285","$271,566.58",442,$614.40,"130,264",$2.11,313,$296.99,129,$28.22,
ADAPALENE ,ADAPALENE ,"5,116","$885,639.89","2,869",$308.69,"243,368",$3.64,"1,221",$53.25,"1,648",$2.69,"6,340","$1,084,063.18","3,419",$317.07,"301,816",$3.59,"1,493",$51.93,"1,926",$2.52,"8,246","$1,394,441.89","4,424",$315.20,"396,915",$3.51,"1,953",$53.22,"2,471",$2.69,"10,712","$1,858,177.16","5,560",$334.20,"515,255",$3.60,"2,552",$54.94,"3,008",$2.49,"10,174","$1,683,619.54","5,202",$323.65,"489,730",$3.44,"2,487",$55.79,"2,715",$2.81,-7%
ADCETRIS ,BRENTUXIMAB VEDOTIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"$309,180.08",,,56,"$5,521.07",,,,,15,"$208,201.73",,,35,"$5,948.62",,,,,
ADCIRCA ,TADALAFIL ,"25,251","$31,488,476.96","4,068","$7,740.53","1,536,088",$20.50,"2,146","$1,198.65","1,922",$36.41,"42,969","$62,944,582.68","6,525","$9,646.68","2,634,155",$23.90,"3,686","$1,386.33","2,839",$44.29,"62,507","$111,240,216.85","8,773","$12,679.84","3,880,460",$28.67,"5,199","$1,506.17","3,574",$48.86,"74,347","$156,611,839.73","9,915","$15,795.45","4,577,842",$34.21,"5,923","$1,642.51","3,992",$60.36,"83,465","$212,505,630.01","10,653","$19,947.96","5,109,163",$41.59,"6,485","$1,818.11","4,168",$68.40,22%
ADDERALL ,DEXTROAMPHETAMINE/AMPHETAMINE ,"4,952","$1,308,012.90","1,905",$686.62,"379,367",$3.45,479,$207.44,"1,426",$8.75,"5,099","$1,481,240.09","1,744",$849.33,"381,298",$3.89,397,$209.55,"1,347",$6.80,"5,060","$1,639,424.52","1,303","$1,258.19","380,151",$4.31,354,$291.11,949,$9.55,"5,875","$2,105,400.62","1,510","$1,394.31","458,737",$4.59,413,$295.12,"1,097",$8.03,"6,286","$2,361,567.68","1,324","$1,783.66","482,497",$4.89,343,$395.64,981,$11.36,7%
ADDERALL XR ,DEXTROAMPHETAMINE/AMPHETAMINE ,"48,889","$14,760,082.94","12,740","$1,158.56","2,253,296",$6.56,"2,835",$224.99,"9,905",$14.87,"35,792","$11,986,741.17","9,794","$1,223.89","1,849,595",$6.50,"2,562",$232.85,"7,232",$12.76,"25,777","$9,257,638.44","6,025","$1,536.54","1,515,924",$6.15,"2,129",$214.93,"3,896",$16.79,"24,969","$8,808,169.40","5,720","$1,539.89","1,491,290",$5.98,"2,099",$226.24,"3,621",$14.69,"26,653","$9,167,774.03","6,047","$1,516.09","1,597,283",$5.82,"2,240",$223.03,"3,807",$15.57,-3%
ADEFOVIR DIPIVOXIL ,ADEFOVIR DIPIVOXIL ,,,,,,,,,,,,,,,,,,,,,984,"$1,075,107.80",454,"$2,368.08","36,172",$29.72,160,$91.06,294,$0.28,"5,621","$6,199,183.65",947,"$6,546.13","208,244",$29.77,366,$709.88,581,$24.72,"6,756","$6,916,040.11",974,"$7,100.66","239,914",$28.83,395,$953.98,579,$21.72,
ADEMPAS ,RIOCIGUAT ,,,,,,,,,,,,,,,,,,,,,207,"$1,505,605.73",144,"$10,455.60","17,478",$86.15,98,$996.06,46,$48.71,"6,672","$49,658,533.44","1,151","$43,143.82","568,350",$87.37,761,"$2,470.21",390,$40.28,"14,188","$114,373,947.39","1,947","$58,743.68","1,223,162",$93.51,"1,290","$3,278.62",657,$56.65,7%
ADIPEX-P ,PHENTERMINE HCL ,21,"$1,237.60",,,572,$2.17,,,,,84,"$7,097.76",31,$228.96,"3,360",$2.11,,,,,66,"$5,644.18",27,$209.04,"2,750",$2.05,,,,,,,,,,,,,,,,,,,,,,,,,
ADOXA ,DOXYCYCLINE MONOHYDRATE ,142,"$95,472.84",105,$909.27,"4,286",$22.07,59,$117.94,46,$3.53,44,"$47,928.21",26,"$1,843.39","1,649",$28.97,,,,,24,"$24,296.88",11,"$2,208.81",823,$29.52,,,,,,,,,,,,,,,16,"$28,166.98",,,600,$46.94,,,,,
ADRENACLICK ,EPINEPHRINE ,39,"$5,941.95",35,$169.77,67,$88.69,,,,,,,,,,,,,,,,,,,,,,,,,13,"$3,127.17",12,$260.60,26,$120.28,,,,,,,,,,,,,,,
ADRENALIN ,EPINEPHRINE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,"$1,054.87",203,$5.20,238,$4.43,107,$3.88,96,$1.70,150,$900.85,134,$6.72,"1,085",$0.94,96,$4.50,38,$1.46,
ADRENALIN CHLORIDE ,EPINEPHRINE ,149,"$1,098.50",137,$8.02,617,$3.11,65,$7.80,72,$1.56,110,$549.08,109,$5.04,468,$2.15,48,$4.22,61,$0.89,157,$737.16,150,$4.91,472,$1.86,67,$3.85,83,$0.91,,,,,,,,,,,,,,,,,,,,,
ADRENALIN CHLORIDE ,EPINEPHRINE HCL ,15,$417.02,14,$29.79,475,$0.88,,,,,12,$584.22,,,375,$1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIAMYCIN ,DOXORUBICIN HCL ,180,"$23,401.21",73,$320.56,"7,872",$15.09,36,$48.55,37,$2.03,92,"$13,407.90",37,$362.38,"4,225",$11.28,,,,,35,"$5,504.67",17,$323.80,"1,364",$22.01,,,,,17,"$3,352.07",,,"1,607",$4.88,,,,,,,,,,,,,,,
ADRUCIL ,FLUOROURACIL ,25,$728.06,17,$42.83,"1,340",$0.54,,,,,76,"$3,457.88",38,$91.00,"7,750",$0.45,17,$26.17,21,$3.48,318,"$15,861.45",101,$157.04,"36,565",$0.43,58,$54.33,43,$3.82,296,"$10,247.59",104,$98.53,"22,057",$0.47,71,$57.23,33,$2.40,149,"$6,138.02",46,$133.44,"144,779",$0.28,31,$42.44,15,$0.66,
ADVAIR DISKUS ,FLUTICASONE/SALMETEROL ,"6,168,173","$1,664,865,680.50","1,402,405","$1,187.15","436,747,918",$3.81,"664,800",$229.50,"737,605",$20.52,"6,288,985","$1,886,312,550.80","1,424,306","$1,324.37","452,555,706",$4.17,"687,716",$248.59,"736,590",$19.38,"6,605,423","$2,262,995,220.90","1,527,217","$1,481.78","492,962,520",$4.59,"793,147",$252.67,"734,070",$20.01,"6,094,244","$2,276,374,748.70","1,420,748","$1,602.24","460,372,139",$4.95,"752,159",$264.86,"668,589",$19.02,"5,649,301","$2,270,015,725.80","1,321,483","$1,717.78","430,415,878",$5.28,"715,348",$288.46,"606,135",$19.66,7%
ADVAIR HFA ,FLUTICASONE/SALMETEROL ,"252,981","$68,631,288.46","74,061",$926.69,"3,465,654",$19.80,"34,626",$183.27,"39,435",$15.39,"302,531","$91,128,963.41","87,054","$1,046.81","4,174,481",$21.83,"41,354",$197.81,"45,700",$14.73,"349,136","$122,441,763.28","100,671","$1,216.26","4,972,282",$24.62,"51,315",$205.34,"49,356",$15.52,"363,640","$138,545,945.08","103,094","$1,343.88","5,245,448",$26.40,"53,956",$219.77,"49,138",$14.90,"397,865","$162,068,026.85","111,407","$1,454.74","5,758,006",$28.14,"59,394",$243.67,"52,013",$15.50,7%
ADVANCED AM/PM ,OM-3/CALCIUM/D3/FA/MV CMB 13 ,22,"$1,239.38",,,"3,420",$0.36,,,,,29,"$1,656.24",,,"4,620",$0.36,,,,,35,"$3,343.33",14,$238.81,"9,780",$0.34,14,,0,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DNA MEDICATED COLLECT ,LIDOCAINE HCL/GLYCERIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"$10,731.88",15,$715.46,16,$670.74,,,,,
ADVICOR ,NIACIN/LOVASTATIN ,"33,250","$7,221,493.71","7,251",$995.93,"1,908,640",$3.79,"5,810",$355.31,"1,441",$24.77,"26,982","$6,848,751.48","5,430","$1,261.28","1,634,502",$4.19,"4,758",$386.37,672,$35.01,"27,546","$9,760,806.44","5,960","$1,637.72","1,877,393",$5.21,"5,494",$372.58,466,$41.08,"20,637","$8,617,611.45","4,638","$1,858.04","1,428,271",$6.04,"4,297",$369.05,341,$31.75,"13,012","$6,240,331.74","2,976","$2,096.89","924,600",$6.75,"2,785",$357.86,191,$30.28,12%
ADVOCATE PEN NEEDLES ,"PEN NEEDLE, DIABETIC ",,,,,,,,,,,290,"$13,956.22",137,$101.87,"44,500",$0.31,27,$33.38,110,$5.38,"5,921","$377,265.73","4,267",$88.41,"1,303,360",$0.29,808,$35.83,"3,459",$4.03,"3,279","$211,154.08","1,270",$166.26,"576,820",$0.37,366,$53.64,904,$6.13,"3,592","$220,489.52","1,292",$170.66,"530,886",$0.42,360,$49.96,932,$5.45,13%
ADVOCATE SYRINGES ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",,,,,,,,,,,568,"$35,878.08",536,$66.94,"121,550",$0.30,85,$21.76,451,$2.94,"1,957","$128,340.81","1,283",$100.03,"430,690",$0.30,227,$43.21,"1,056",$4.84,421,"$19,346.63",201,$96.25,"57,640",$0.34,100,$11.75,101,$5.36,"1,111","$47,999.14",454,$105.72,"118,860",$0.41,221,$13.46,233,$3.45,
ADVOCATE SYRINGES ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",,,,,,,,,,,606,"$38,240.88",518,$73.82,"128,950",$0.30,94,$34.28,424,$3.10,"2,156","$138,188.70","1,287",$107.37,"461,020",$0.30,233,$47.07,"1,054",$5.76,"1,182","$50,031.11",468,$106.90,"149,448",$0.34,226,$19.49,242,$5.19,"2,649","$108,176.02",863,$125.35,"260,397",$0.42,448,$14.66,415,$4.74,
ADVOCATE SYRINGES ,"SYRINGE AND NEEDLE,INSULIN,1ML ",,,,,,,,,,,771,"$48,506.30",660,$73.49,"163,312",$0.30,109,$28.12,551,$3.39,"2,740","$187,539.16","1,653",$113.45,"626,615",$0.30,309,$51.15,"1,344",$5.60,"1,961","$119,343.38","1,152",$103.60,"366,055",$0.33,309,$27.43,843,$4.59,"2,260","$101,125.46",776,$130.32,"241,603",$0.42,426,$14.14,350,$4.77,
AEROBID ,FLUNISOLIDE ,149,"$13,824.85",123,$112.40,"1,120",$12.34,59,$78.88,64,$7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEROBID-M ,FLUNISOLIDE/MENTHOL ,61,"$5,512.42",50,$110.25,449,$12.28,27,$78.89,23,$5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEROSPAN ,FLUNISOLIDE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,"$129,427.53",437,$296.17,"7,194",$17.99,325,$74.79,112,$5.03,"2,798","$568,180.07","1,391",$408.47,"29,858",$19.03,874,$114.20,517,$7.44,
AFEDITAB CR ,NIFEDIPINE ,"60,897","$2,155,902.17","13,102",$164.55,"2,482,808",$0.86,"6,900",$35.67,"6,202",$5.93,"46,348","$1,556,512.75","9,875",$157.62,"1,887,361",$0.81,"4,840",$39.68,"5,035",$5.08,"67,831","$2,420,909.97","17,028",$142.17,"2,954,354",$0.81,"9,506",$44.84,"7,522",$5.16,"103,722","$3,851,337.83","24,886",$154.76,"5,049,541",$0.76,"12,214",$60.18,"12,672",$5.42,"52,750","$1,688,373.68","14,368",$117.51,"2,548,577",$0.66,"6,506",$48.30,"7,862",$4.59,-12%
AFINITOR ,EVEROLIMUS ,"6,076","$45,140,530.91","1,573","$28,697.10","179,682",$251.58,953,"$2,365.00",620,$59.49,"15,540","$125,047,872.35","4,350","$28,746.64","458,159",$273.38,"2,746","$2,482.96","1,604",$63.30,"32,123","$274,841,481.49","7,568","$36,316.26","943,651",$291.60,"5,000","$2,725.48","2,568",$75.00,"36,073","$353,334,367.46","8,012","$44,100.64","1,042,916",$339.04,"5,342","$2,964.75","2,670",$116.31,"35,964","$393,806,655.94","7,661","$51,404.08","1,036,555",$380.05,"5,072","$3,252.58","2,589",$95.00,12%
AFINITOR DISPERZ ,EVEROLIMUS ,,,,,,,,,,,,,,,,,,,,,20,"$245,641.66",,,842,$291.37,,,,,79,"$1,040,894.29",26,"$40,034.40","3,088",$336.72,12,"$1,410.00",14,$0.89,64,"$961,772.45",22,"$43,716.93","2,540",$378.17,,,,,
AFREZZA ,"INSULIN REGULAR, HUMAN ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,581","$1,044,166.20",947,"$1,102.60","371,400",$2.78,468,$225.81,479,$7.84,
AGGRENOX ,ASPIRIN/DIPYRIDAMOLE ,"1,089,190","$270,984,006.93","176,897","$1,531.87","78,957,696",$3.43,"101,170",$382.03,"75,727",$32.25,"1,042,824","$304,658,642.06","170,386","$1,788.05","77,292,322",$3.94,"99,546",$415.70,"70,840",$30.14,"1,005,862","$321,026,929.58","159,850","$2,008.30","72,358,518",$4.44,"95,473",$440.51,"64,377",$30.01,"844,292","$325,662,058.86","135,067","$2,411.11","61,683,337",$5.28,"80,063",$488.36,"55,004",$28.08,"504,021","$234,269,235.93","101,411","$2,310.10","36,556,293",$6.41,"58,780",$428.09,"42,631",$25.16,21%
AGRYLIN ,ANAGRELIDE HCL ,354,"$273,011.32",69,"$3,956.69","43,247",$6.31,38,$671.24,31,$23.80,320,"$246,308.61",60,"$4,105.14","36,685",$6.71,39,$555.66,21,$14.68,287,"$236,612.23",60,"$3,943.54","34,327",$6.89,43,$421.12,17,$19.35,326,"$291,187.62",65,"$4,479.81","36,545",$7.97,47,$511.68,18,$7.49,910,"$816,809.52",471,"$1,734.20","104,224",$7.84,329,$236.56,142,$7.78,
A-HYDROCORT ,HYDROCORTISONE SOD SUCCINATE ,11,$372.10,,,228,$1.63,,,,,,,,,,,,,,,14,$128.48,,,56,$2.29,,,,,,,,,,,,,,,,,,,,,,,,,
AIMSCO MINI ULTRA-THIN II ,"PEN NEEDLE, DIABETIC ",61,"$1,227.88",48,$25.58,"6,660",$0.18,24,$20.29,24,$2.89,448,"$11,983.40",275,$43.58,"53,160",$0.23,158,$26.92,117,$5.79,246,"$7,667.99",175,$43.82,"30,870",$0.25,96,$24.13,79,$6.79,,,,,,,,,,,,,,,,,,,,,
AIMSCO ULTRA THIN II ,"PEN NEEDLE, DIABETIC ","1,000","$25,200.84",444,$56.76,"122,500",$0.21,152,$32.12,292,$6.17,"1,242","$43,310.52",541,$80.06,"157,650",$0.28,163,$43.40,378,$5.80,450,"$14,345.20",167,$85.90,"51,900",$0.28,61,$55.83,106,$6.02,57,"$2,114.70",31,$68.22,"8,000",$0.26,,,,,,,,,,,,,,,
AKNE-MYCIN ,ERYTHROMYCIN BASE ,687,"$84,766.08",533,$159.04,"22,028",$3.85,333,$73.14,200,$5.02,786,"$109,630.19",581,$188.69,"22,227",$4.93,353,$75.52,228,$4.13,782,"$122,594.57",648,$189.19,"23,217",$5.28,446,$74.19,202,$5.11,339,"$49,523.27",295,$167.88,"9,396",$5.27,198,$73.86,97,$3.74,15,"$1,910.51",15,$127.37,390,$4.90,,,,,
AKORN BALANCED SALT ,BALANCED SALT IRRIG SOLN NO.2 ,11,$288.93,,,381,$0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK-PENTOLATE ,CYCLOPENTOLATE HCL ,730,"$6,893.65",563,$12.24,"2,019",$3.41,369,$7.19,194,$1.99,320,"$3,501.42",246,$14.23,852,$4.11,175,$8.42,71,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK-POLY-BAC ,BACITRACIN/POLYMYXIN B SULFATE ,"9,012","$218,612.24","5,486",$39.85,"32,924",$6.64,"2,496",$11.14,"2,990",$1.36,"10,774","$246,144.96","6,788",$36.26,"39,832",$6.18,"3,495",$11.00,"3,293",$1.16,"10,082","$217,170.51","6,428",$33.79,"36,897",$5.89,"3,306",$11.46,"3,122",$1.24,"9,456","$177,802.07","6,065",$29.32,"34,473",$5.16,"3,238",$12.23,"2,827",$1.23,"7,048","$130,880.15","4,981",$26.28,"25,827",$5.07,"2,773",$11.83,"2,208",$1.21,-2%
AKTEN ,LIDOCAINE HCL/PF ,12,$610.36,,,414,$1.48,,,,,30,$768.09,26,$29.54,161,$4.77,14,$24.57,12,$2.38,43,"$1,644.16",38,$43.27,108,$15.22,26,$32.99,12,$0.88,36,"$1,394.52",26,$53.64,50,$27.89,,,,,46,"$5,619.53",36,$156.10,199,$28.24,24,$63.50,12,$4.47,
AKYNZEO ,NETUPITANT/PALONOSETRON HCL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"$5,378.32",,,11,$488.94,,,,,479,"$339,150.41",174,"$1,949.14",671,$505.44,132,$204.43,42,$17.38,
ALA-CORT ,HYDROCORTISONE ,11,$102.84,11,$9.35,498,$0.22,,,,,12,$52.87,,,428,$0.12,,,,,,,,,,,,,,,17,$659.18,16,$41.20,597,$1.10,,,,,25,$867.21,23,$37.70,"3,847",$0.23,,,,,
ALAHIST DHC ,PHENYLEPHRINE HCL/DIHYDROCO BT ,,,,,,,,,,,,,,,,,,,,,38,$980.64,30,$32.69,"5,770",$0.17,30,,0,,,,,,,,,,,,,,,,,,,,,,
ALAMAST ,PEMIROLAST POTASSIUM ,"2,392","$275,773.85",956,$288.47,"26,180",$10.53,444,$121.67,512,$8.73,417,"$48,807.97",286,$170.66,"4,510",$10.82,142,$86.69,144,$5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALA-SCALP ,HYDROCORTISONE ,91,"$2,718.20",62,$43.84,"2,993",$0.91,44,$22.61,18,$4.69,80,"$3,120.57",59,$52.89,"3,084",$1.01,45,$29.45,14,$5.96,78,"$11,345.13",58,$195.61,"2,932",$3.87,40,$43.44,18,$10.76,63,"$17,091.75",49,$348.81,"2,358",$7.25,26,$57.42,23,$3.32,99,"$33,399.61",86,$388.37,"3,382",$9.88,49,$66.98,37,$1.18,
ALBENZA ,ALBENDAZOLE ,"2,072","$175,349.48","1,418",$123.66,"67,644",$2.59,776,$38.98,642,$5.86,"4,383","$1,600,734.26","3,427",$467.09,"89,333",$17.92,"1,554",$73.75,"1,873",$4.97,"7,193","$4,333,797.32","5,619",$771.28,"94,535",$45.84,"2,555",$87.15,"3,064",$5.58,"7,524","$9,566,410.50","5,760","$1,660.84","91,127",$104.98,"2,633",$101.23,"3,127",$4.06,"7,217","$10,139,273.51","5,548","$1,827.55","81,390",$124.58,"2,409",$128.40,"3,139",$5.30,19%
ALBUMIN (HUMAN) ,ALBUMIN HUMAN ,15,"$4,797.73",,,"4,130",$1.50,,,,,30,"$10,960.35",11,$996.40,"9,800",$1.17,,,,,14,"$3,416.06",,,"3,700",$1.08,,,,,34,"$6,732.78",12,$561.07,"5,500",$1.20,0,,12,$0.30,273,"$35,665.30",18,"$1,981.41","29,752",$1.25,,,,,
ALBUMINAR-25 ,ALBUMIN HUMAN ,43,"$29,829.50",15,"$1,988.63","16,400",$1.82,,,,,41,"$20,957.38",,,"11,200",$1.87,,,,,41,"$24,443.92",11,"$2,222.17","14,766",$1.66,,,,,102,"$41,197.55",12,"$3,433.13","26,416",$1.56,,,,,,,,,,,,,,,
ALBUMINAR-5 ,ALBUMIN HUMAN ,,,,,,,,,,,12,"$5,808.50",,,"14,820",$0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBURX ,ALBUMIN HUMAN ,45,"$16,210.84",14,"$1,157.92","9,895",$1.95,,,,,62,"$24,561.08",,,"13,670",$1.85,,,,,,,,,,,,,,,29,"$20,396.15",,,"14,150",$1.44,,,,,,,,,,,,,,,
ALBUTEIN ,ALBUMIN HUMAN ,,,,,,,,,,,,,,,,,,,,,45,"$18,300.42",15,"$1,220.03","14,050",$1.30,,,,,46,"$19,000.71",13,"$1,461.59","14,550",$1.35,,,,,126,"$33,058.76",19,"$1,739.93","24,013",$1.38,,,,,
ALBUTEROL SULFATE ,ALBUTEROL SULFATE ,"1,020,652","$18,734,151.66","298,242",$62.82,"117,281,704",$0.19,"64,973",$20.37,"233,269",$1.12,"916,865","$16,596,058.09","275,019",$60.35,"105,733,349",$0.19,"63,003",$19.59,"212,016",$0.96,"873,667","$30,783,079.98","275,604",$111.69,"103,465,020",$0.38,"71,410",$24.63,"204,194",$1.03,"812,319","$37,325,989.08","259,859",$143.64,"98,777,805",$0.51,"69,144",$28.73,"190,715",$1.05,"746,444","$30,903,409.45","244,987",$126.14,"88,434,439",$0.46,"61,492",$29.73,"183,495",$1.06,-2%
ALCAINE ,PROPARACAINE HCL ,15,$533.03,,,225,$2.37,,,,,15,$462.48,12,$38.54,225,$2.06,,,,,19,$737.08,,,243,$3.03,,,,,,,,,,,,,,,,,,,,,,,,,
ALCLOMETASONE DIPROPIONATE ,ALCLOMETASONE DIPROPIONATE ,"34,197","$1,100,650.30","22,196",$49.59,"1,412,621",$0.78,"15,877",$11.85,"6,319",$2.31,"31,252","$1,005,351.79","19,938",$50.42,"1,346,238",$0.75,"14,631",$12.00,"5,307",$2.07,"34,661","$1,662,234.01","22,514",$73.83,"1,502,628",$1.10,"17,369",$13.90,"5,145",$2.03,"36,349","$2,166,514.31","23,958",$90.43,"1,539,157",$1.41,"18,947",$20.37,"5,011",$2.55,"39,031","$2,405,585.98","26,608",$90.41,"1,607,162",$1.49,"20,945",$28.63,"5,663",$2.61,6%
