Notes,Year,Year Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Standard Error,% of Total Deaths
,1999,1999,Wisconsin,55,Female,F,45-54 years,45-54,10,352996,Unreliable,0.9,0
Total,1999,1999,Wisconsin,55,Female,F,,,43,2701525,1.6,0.2,0
,1999,1999,Wisconsin,55,Male,M,25-34 years,25-34,19,361214,Unreliable,1.2,0
,1999,1999,Wisconsin,55,Male,M,35-44 years,35-44,32,439947,7.3,1.3,0
,1999,1999,Wisconsin,55,Male,M,45-54 years,45-54,14,356822,Unreliable,1,0
Total,1999,1999,Wisconsin,55,Male,M,,,75,2631141,2.9,0.3,0
Total,1999,1999,Wisconsin,55,,,,,118,5332666,2.2,0.2,0
Total,1999,1999,,,,,,,10224,279040168,3.7,0,0.029
,2000,2000,Alabama,1,Female,F,35-44 years,35-44,14,350582,Unreliable,1.1,0
Total,2000,2000,Alabama,1,Female,F,,,26,2300596,1.1,0.2,0
,2000,2000,Alabama,1,Male,M,35-44 years,35-44,14,334930,Unreliable,1.1,0
Total,2000,2000,Alabama,1,Male,M,,,30,2146504,1.4,0.3,0
Total,2000,2000,Alabama,1,,,,,56,4447100,1.3,0.2,0
Total,2000,2000,Alaska,2,Female,F,,,17,302820,Unreliable,1.4,0
Total,2000,2000,Alaska,2,Male,M,,,18,324112,Unreliable,1.3,0
Total,2000,2000,Alaska,2,,,,,35,626932,5.6,0.9,0
,2000,2000,Arizona,4,Female,F,25-34 years,25-34,10,355599,Unreliable,0.9,0
,2000,2000,Arizona,4,Female,F,35-44 years,35-44,28,380147,7.4,1.4,0
,2000,2000,Arizona,4,Female,F,45-54 years,45-54,23,320115,7.2,1.5,0
Total,2000,2000,Arizona,4,Female,F,,,69,2569575,2.7,0.3,0
,2000,2000,Arizona,4,Male,M,15-24 years,15-24,17,381694,Unreliable,1.1,0
,2000,2000,Arizona,4,Male,M,25-34 years,25-34,41,387066,10.6,1.7,0
,2000,2000,Arizona,4,Male,M,35-44 years,35-44,87,388657,22.4,2.4,0
,2000,2000,Arizona,4,Male,M,45-54 years,45-54,71,307789,23.1,2.7,0
,2000,2000,Arizona,4,Male,M,55-64 years,55-64,16,210410,Unreliable,1.9,0
Total,2000,2000,Arizona,4,Male,M,,,235,2561057,9.2,0.6,0.001
Total,2000,2000,Arizona,4,,,,,304,5130632,5.9,0.3,0.001
,2000,2000,Arkansas,5,Male,M,35-44 years,35-44,14,197120,Unreliable,1.9,0
Total,2000,2000,Arkansas,5,Male,M,,,25,1304693,1.9,0.4,0
Total,2000,2000,Arkansas,5,,,,,32,2673400,1.2,0.2,0
,2000,2000,California,6,Female,F,25-34 years,25-34,52,2535262,2.1,0.3,0
,2000,2000,California,6,Female,F,35-44 years,35-44,97,2712847,3.6,0.4,0
,2000,2000,California,6,Female,F,45-54 years,45-54,79,2197874,3.6,0.4,0
,2000,2000,California,6,Female,F,55-64 years,55-64,28,1356785,2.1,0.4,0
,2000,2000,California,6,Female,F,65-74 years,65-74,10,1033120,Unreliable,0.3,0
Total,2000,2000,California,6,Female,F,,,283,16996756,1.7,0.1,0.001
,2000,2000,California,6,Male,M,15-24 years,15-24,38,2517156,1.5,0.2,0
,2000,2000,California,6,Male,M,25-34 years,25-34,149,2693800,5.5,0.5,0
,2000,2000,California,6,Male,M,35-44 years,35-44,340,2772494,12.3,0.7,0.001
,2000,2000,California,6,Male,M,45-54 years,45-54,280,2133761,13.1,0.8,0.001
,2000,2000,California,6,Male,M,55-64 years,55-64,61,1257308,4.9,0.6,0
,2000,2000,California,6,Male,M,65-74 years,65-74,15,854703,Unreliable,0.5,0
Total,2000,2000,California,6,Male,M,,,899,16874892,5.3,0.2,0.003
Total,2000,2000,California,6,,,,,1182,33871648,3.5,0.1,0.003
,2000,2000,Colorado,8,Female,F,35-44 years,35-44,26,364477,7.1,1.4,0
,2000,2000,Colorado,8,Female,F,45-54 years,45-54,22,305774,7.2,1.5,0
Total,2000,2000,Colorado,8,Female,F,,,77,2135278,3.6,0.4,0
,2000,2000,Colorado,8,Male,M,15-24 years,15-24,13,322590,Unreliable,1.1,0
,2000,2000,Colorado,8,Male,M,25-34 years,25-34,37,348491,10.6,1.7,0
,2000,2000,Colorado,8,Male,M,35-44 years,35-44,62,372346,16.7,2.1,0
,2000,2000,Colorado,8,Male,M,45-54 years,45-54,43,308351,13.9,2.1,0
Total,2000,2000,Colorado,8,Male,M,,,163,2165983,7.5,0.6,0
Total,2000,2000,Colorado,8,,,,,240,4301261,5.6,0.4,0.001
,2000,2000,Connecticut,9,Female,F,35-44 years,35-44,11,295820,Unreliable,1.1,0
Total,2000,2000,Connecticut,9,Female,F,,,26,1756246,1.5,0.3,0
,2000,2000,Connecticut,9,Male,M,15-24 years,15-24,14,206394,Unreliable,1.8,0
,2000,2000,Connecticut,9,Male,M,25-34 years,25-34,42,222713,18.9,2.9,0
,2000,2000,Connecticut,9,Male,M,35-44 years,35-44,63,285229,22.1,2.8,0
,2000,2000,Connecticut,9,Male,M,45-54 years,45-54,38,234113,16.2,2.6,0
Total,2000,2000,Connecticut,9,Male,M,,,164,1649319,9.9,0.8,0
Total,2000,2000,Connecticut,9,,,,,190,3405565,5.6,0.4,0.001
Total,2000,2000,Delaware,10,Female,F,,,12,403059,Unreliable,0.9,0
Total,2000,2000,Delaware,10,Male,M,,,20,380541,5.3,1.2,0
Total,2000,2000,Delaware,10,,,,,32,783600,4.1,0.7,0
,2000,2000,District of Columbia,11,Female,F,35-44 years,35-44,12,43668,Unreliable,7.9,0
Total,2000,2000,District of Columbia,11,Female,F,,,24,302693,7.9,1.6,0
,2000,2000,District of Columbia,11,Male,M,35-44 years,35-44,12,44009,Unreliable,7.9,0
,2000,2000,District of Columbia,11,Male,M,45-54 years,45-54,24,35360,67.9,13.9,0
Total,2000,2000,District of Columbia,11,Male,M,,,48,269366,17.8,2.6,0
Total,2000,2000,District of Columbia,11,,,,,72,572059,12.6,1.5,0
,2000,2000,Florida,12,Female,F,15-24 years,15-24,22,945725,2.3,0.5,0
,2000,2000,Florida,12,Female,F,25-34 years,25-34,30,1030811,2.9,0.5,0
,2000,2000,Florida,12,Female,F,35-44 years,35-44,70,1247558,5.6,0.7,0
,2000,2000,Florida,12,Female,F,45-54 years,45-54,43,1064275,4.0,0.6,0
,2000,2000,Florida,12,Female,F,55-64 years,55-64,14,826309,Unreliable,0.5,0
Total,2000,2000,Florida,12,Female,F,,,187,8184663,2.3,0.2,0.001
,2000,2000,Florida,12,Male,M,15-24 years,15-24,65,996652,6.5,0.8,0
,2000,2000,Florida,12,Male,M,25-34 years,25-34,80,1053289,7.6,0.8,0
,2000,2000,Florida,12,Male,M,35-44 years,35-44,184,1237689,14.9,1.1,0.001
,2000,2000,Florida,12,Male,M,45-54 years,45-54,134,1005204,13.3,1.2,0
,2000,2000,Florida,12,Male,M,55-64 years,55-64,16,732704,Unreliable,0.5,0
Total,2000,2000,Florida,12,Male,M,,,484,7797715,6.2,0.3,0.001
Total,2000,2000,Florida,12,,,,,671,15982378,4.2,0.2,0.002
,2000,2000,Georgia,13,Female,F,25-34 years,25-34,12,642709,Unreliable,0.5,0
,2000,2000,Georgia,13,Female,F,35-44 years,35-44,22,683005,3.2,0.7,0
,2000,2000,Georgia,13,Female,F,45-54 years,45-54,14,555042,Unreliable,0.7,0
Total,2000,2000,Georgia,13,Female,F,,,62,4159340,1.5,0.2,0
,2000,2000,Georgia,13,Male,M,15-24 years,15-24,18,616277,Unreliable,0.7,0
,2000,2000,Georgia,13,Male,M,25-34 years,25-34,37,656547,5.6,0.9,0
,2000,2000,Georgia,13,Male,M,35-44 years,35-44,39,670503,5.8,0.9,0
,2000,2000,Georgia,13,Male,M,45-54 years,45-54,30,524950,5.7,1,0
Total,2000,2000,Georgia,13,Male,M,,,133,4027113,3.3,0.3,0
Total,2000,2000,Georgia,13,,,,,195,8186453,2.4,0.2,0.001
Total,2000,2000,Hawaii,15,Female,F,,,11,602866,Unreliable,0.6,0
,2000,2000,Hawaii,15,Male,M,45-54 years,45-54,12,85653,Unreliable,4,0
Total,2000,2000,Hawaii,15,Male,M,,,23,608671,3.8,0.8,0
Total,2000,2000,Hawaii,15,,,,,34,1211537,2.8,0.5,0
Total,2000,2000,Idaho,16,Female,F,,,13,645293,Unreliable,0.6,0
Total,2000,2000,Idaho,16,Male,M,,,21,648660,3.2,0.7,0
Total,2000,2000,Idaho,16,,,,,34,1293953,2.6,0.5,0
,2000,2000,Illinois,17,Female,F,15-24 years,15-24,16,847323,Unreliable,0.5,0
,2000,2000,Illinois,17,Female,F,25-34 years,25-34,33,897239,3.7,0.6,0
,2000,2000,Illinois,17,Female,F,35-44 years,35-44,71,998801,7.1,0.8,0
,2000,2000,Illinois,17,Female,F,45-54 years,45-54,35,829164,4.2,0.7,0
Total,2000,2000,Illinois,17,Female,F,,,164,6338957,2.6,0.2,0
,2000,2000,Illinois,17,Male,M,15-24 years,15-24,58,897522,6.5,0.8,0
,2000,2000,Illinois,17,Male,M,25-34 years,25-34,112,914435,12.2,1.2,0
,2000,2000,Illinois,17,Male,M,35-44 years,35-44,189,985069,19.2,1.4,0.001
,2000,2000,Illinois,17,Male,M,45-54 years,45-54,135,797578,16.9,1.5,0
,2000,2000,Illinois,17,Male,M,55-64 years,55-64,17,497104,Unreliable,0.8,0
Total,2000,2000,Illinois,17,Male,M,,,520,6080336,8.6,0.4,0.001
Total,2000,2000,Illinois,17,,,,,684,12419293,5.5,0.2,0.002
Total,2000,2000,Indiana,18,Female,F,,,12,3098011,Unreliable,0.1,0
,2000,2000,Indiana,18,Male,M,35-44 years,35-44,15,478310,Unreliable,0.8,0
,2000,2000,Indiana,18,Male,M,45-54 years,45-54,11,404106,Unreliable,0.8,0
Total,2000,2000,Indiana,18,Male,M,,,41,2982474,1.4,0.2,0
Total,2000,2000,Indiana,18,,,,,53,6080485,0.9,0.1,0
Total,2000,2000,Iowa,19,Female,F,,,11,1490809,Unreliable,0.2,0
Total,2000,2000,Iowa,19,Male,M,,,19,1435515,Unreliable,0.3,0
Total,2000,2000,Iowa,19,,,,,30,2926324,1.0,0.2,0
Total,2000,2000,Kansas,20,Female,F,,,11,1359944,Unreliable,0.2,0
,2000,2000,Kansas,20,Male,M,35-44 years,35-44,22,210328,10.5,2.2,0
Total,2000,2000,Kansas,20,Male,M,,,31,1328474,2.3,0.4,0
Total,2000,2000,Kansas,20,,,,,42,2688418,1.6,0.2,0
Total,2000,2000,Kentucky,21,Female,F,,,28,2066401,1.4,0.3,0
,2000,2000,Kentucky,21,Male,M,15-24 years,15-24,12,291860,Unreliable,1.2,0
,2000,2000,Kentucky,21,Male,M,25-34 years,25-34,21,285275,7.4,1.6,0
,2000,2000,Kentucky,21,Male,M,35-44 years,35-44,25,317528,7.9,1.6,0
,2000,2000,Kentucky,21,Male,M,45-54 years,45-54,11,273923,Unreliable,1.2,0
Total,2000,2000,Kentucky,21,Male,M,,,72,1975368,3.6,0.4,0
Total,2000,2000,Kentucky,21,,,,,100,4041769,2.5,0.2,0
Total,2000,2000,Louisiana,22,Female,F,,,20,2306073,0.9,0.2,0
,2000,2000,Louisiana,22,Male,M,25-34 years,25-34,16,294798,Unreliable,1.4,0
,2000,2000,Louisiana,22,Male,M,35-44 years,35-44,21,337350,6.2,1.4,0
Total,2000,2000,Louisiana,22,Male,M,,,54,2162903,2.5,0.3,0
Total,2000,2000,Louisiana,22,,,,,74,4468976,1.7,0.2,0
,2000,2000,Maine,23,Male,M,25-34 years,25-34,11,77318,Unreliable,4.3,0
Total,2000,2000,Maine,23,Male,M,,,32,620309,5.2,0.9,0
Total,2000,2000,Maine,23,,,,,41,1274923,3.2,0.5,0
,2000,2000,Maryland,24,Female,F,25-34 years,25-34,16,385730,Unreliable,1,0
,2000,2000,Maryland,24,Female,F,35-44 years,35-44,58,472402,12.3,1.6,0
,2000,2000,Maryland,24,Female,F,45-54 years,45-54,25,392939,6.4,1.3,0
Total,2000,2000,Maryland,24,Female,F,,,112,2738692,4.1,0.4,0
,2000,2000,Maryland,24,Male,M,15-24 years,15-24,29,338240,8.6,1.6,0
,2000,2000,Maryland,24,Male,M,25-34 years,25-34,70,362791,19.3,2.3,0
,2000,2000,Maryland,24,Male,M,35-44 years,35-44,188,443754,42.4,3.1,0.001
,2000,2000,Maryland,24,Male,M,45-54 years,45-54,101,362093,27.9,2.8,0
,2000,2000,Maryland,24,Male,M,55-64 years,55-64,11,225250,Unreliable,1.5,0
Total,2000,2000,Maryland,24,Male,M,,,403,2557794,15.8,0.8,0.001
Total,2000,2000,Maryland,24,,,,,515,5296486,9.7,0.4,0.001
,2000,2000,Massachusetts,25,Female,F,25-34 years,25-34,22,471026,4.7,1,0
,2000,2000,Massachusetts,25,Female,F,35-44 years,35-44,48,540650,8.9,1.3,0
,2000,2000,Massachusetts,25,Female,F,45-54 years,45-54,20,449119,4.5,1,0
Total,2000,2000,Massachusetts,25,Female,F,,,100,3290281,3.0,0.3,0
,2000,2000,Massachusetts,25,Male,M,15-24 years,15-24,31,409216,7.6,1.4,0
,2000,2000,Massachusetts,25,Male,M,25-34 years,25-34,69,455762,15.1,1.8,0
,2000,2000,Massachusetts,25,Male,M,35-44 years,35-44,115,522345,22.0,2.1,0
,2000,2000,Massachusetts,25,Male,M,45-54 years,45-54,60,424234,14.1,1.8,0
Total,2000,2000,Massachusetts,25,Male,M,,,281,3058816,9.2,0.5,0.001
Total,2000,2000,Massachusetts,25,,,,,381,6349097,6.0,0.3,0.001
,2000,2000,Michigan,26,Female,F,35-44 years,35-44,27,805139,3.4,0.6,0
,2000,2000,Michigan,26,Female,F,45-54 years,45-54,18,692617,Unreliable,0.6,0
Total,2000,2000,Michigan,26,Female,F,,,58,5065349,1.1,0.2,0
,2000,2000,Michigan,26,Male,M,25-34 years,25-34,35,682323,5.1,0.9,0
,2000,2000,Michigan,26,Male,M,35-44 years,35-44,70,793234,8.8,1.1,0
,2000,2000,Michigan,26,Male,M,45-54 years,45-54,61,675322,9.0,1.2,0
Total,2000,2000,Michigan,26,Male,M,,,180,4873095,3.7,0.3,0.001
Total,2000,2000,Michigan,26,,,,,238,9938444,2.4,0.2,0.001
Total,2000,2000,Minnesota,27,Female,F,,,21,2483848,0.8,0.2,0
,2000,2000,Minnesota,27,Male,M,35-44 years,35-44,22,415317,5.3,1.1,0
,2000,2000,Minnesota,27,Male,M,45-54 years,45-54,10,334551,Unreliable,0.9,0
Total,2000,2000,Minnesota,27,Male,M,,,47,2435631,1.9,0.3,0
Total,2000,2000,Minnesota,27,,,,,68,4919479,1.4,0.2,0
Total,2000,2000,Mississippi,28,,,,,16,2844658,Unreliable,0.1,0
,2000,2000,Missouri,29,Female,F,35-44 years,35-44,23,448172,5.1,1.1,0
,2000,2000,Missouri,29,Female,F,45-54 years,45-54,10,380110,Unreliable,0.8,0
Total,2000,2000,Missouri,29,Female,F,,,49,2875034,1.7,0.2,0
,2000,2000,Missouri,29,Male,M,15-24 years,15-24,21,395520,5.3,1.2,0
,2000,2000,Missouri,29,Male,M,25-34 years,25-34,26,367731,7.1,1.4,0
,2000,2000,Missouri,29,Male,M,35-44 years,35-44,39,439397,8.9,1.4,0
,2000,2000,Missouri,29,Male,M,45-54 years,45-54,32,362352,8.8,1.6,0
Total,2000,2000,Missouri,29,Male,M,,,119,2720177,4.4,0.4,0
Total,2000,2000,Missouri,29,,,,,168,5595211,3.0,0.2,0
Total,2000,2000,Montana,30,,,,,12,902195,Unreliable,0.4,0
Total,2000,2000,Nebraska,31,Male,M,,,14,843351,Unreliable,0.4,0
Total,2000,2000,Nebraska,31,,,,,20,1711263,1.2,0.3,0
,2000,2000,Nevada,32,Female,F,35-44 years,35-44,26,154255,16.9,3.3,0
,2000,2000,Nevada,32,Female,F,45-54 years,45-54,15,133394,Unreliable,2.9,0
Total,2000,2000,Nevada,32,Female,F,,,59,980206,6.0,0.8,0
,2000,2000,Nevada,32,Male,M,25-34 years,25-34,21,160287,13.1,2.9,0
,2000,2000,Nevada,32,Male,M,35-44 years,35-44,49,167706,29.2,4.2,0
,2000,2000,Nevada,32,Male,M,45-54 years,45-54,58,135656,42.8,5.6,0
Total,2000,2000,Nevada,32,Male,M,,,146,1018051,14.3,1.2,0
Total,2000,2000,Nevada,32,,,,,205,1998257,10.3,0.7,0.001
,2000,2000,New Hampshire,33,Male,M,35-44 years,35-44,14,109654,Unreliable,3.4,0
Total,2000,2000,New Hampshire,33,Male,M,,,25,607687,4.1,0.8,0
Total,2000,2000,New Hampshire,33,,,,,32,1235786,2.6,0.5,0
,2000,2000,New Jersey,34,Female,F,25-34 years,25-34,22,597136,3.7,0.8,0
,2000,2000,New Jersey,34,Female,F,35-44 years,35-44,37,726815,5.1,0.8,0
,2000,2000,New Jersey,34,Female,F,45-54 years,45-54,14,597696,Unreliable,0.6,0
Total,2000,2000,New Jersey,34,Female,F,,,83,4331537,1.9,0.2,0
,2000,2000,New Jersey,34,Male,M,15-24 years,15-24,44,515648,8.5,1.3,0
,2000,2000,New Jersey,34,Male,M,25-34 years,25-34,78,591904,13.2,1.5,0
,2000,2000,New Jersey,34,Male,M,35-44 years,35-44,129,708291,18.2,1.6,0
,2000,2000,New Jersey,34,Male,M,45-54 years,45-54,66,561202,11.8,1.4,0
Total,2000,2000,New Jersey,34,Male,M,,,324,4082813,7.9,0.4,0.001
Total,2000,2000,New Jersey,34,,,,,407,8414350,4.8,0.2,0.001
,2000,2000,New Mexico,35,Female,F,35-44 years,35-44,14,143117,Unreliable,2.6,0
,2000,2000,New Mexico,35,Female,F,45-54 years,45-54,10,125896,Unreliable,2.5,0
Total,2000,2000,New Mexico,35,Female,F,,,43,924729,4.7,0.7,0
,2000,2000,New Mexico,35,Male,M,15-24 years,15-24,13,136093,Unreliable,2.6,0
,2000,2000,New Mexico,35,Male,M,25-34 years,25-34,29,116793,24.8,4.6,0
,2000,2000,New Mexico,35,Male,M,35-44 years,35-44,64,138892,46.1,5.8,0
,2000,2000,New Mexico,35,Male,M,45-54 years,45-54,43,119923,35.9,5.5,0
Total,2000,2000,New Mexico,35,Male,M,,,159,894317,17.8,1.4,0
Total,2000,2000,New Mexico,35,,,,,202,1819046,11.1,0.8,0.001
,2000,2000,New York,36,Female,F,25-34 years,25-34,38,1401703,2.7,0.4,0
,2000,2000,New York,36,Female,F,35-44 years,35-44,64,1565022,4.1,0.5,0
,2000,2000,New York,36,Female,F,45-54 years,45-54,47,1326011,3.5,0.5,0
,2000,2000,New York,36,Female,F,55-64 years,55-64,10,901800,Unreliable,0.4,0
Total,2000,2000,New York,36,Female,F,,,167,9829709,1.7,0.1,0
,2000,2000,New York,36,Male,M,15-24 years,15-24,20,1284646,1.6,0.3,0
,2000,2000,New York,36,Male,M,25-34 years,25-34,91,1355621,6.7,0.7,0
,2000,2000,New York,36,Male,M,35-44 years,35-44,182,1509276,12.1,0.9,0.001
,2000,2000,New York,36,Male,M,45-54 years,45-54,146,1226925,11.9,1,0
,2000,2000,New York,36,Male,M,55-64 years,55-64,21,786187,2.7,0.6,0
Total,2000,2000,New York,36,Male,M,,,467,9146748,5.1,0.2,0.001
Total,2000,2000,New York,36,,,,,634,18976457,3.3,0.1,0.002
,2000,2000,North Carolina,37,Female,F,25-34 years,25-34,22,596750,3.7,0.8,0
,2000,2000,North Carolina,37,Female,F,35-44 years,35-44,43,649819,6.6,1,0
,2000,2000,North Carolina,37,Female,F,45-54 years,45-54,36,557138,6.5,1.1,0
,2000,2000,North Carolina,37,Female,F,55-64 years,55-64,13,379252,Unreliable,1,0
Total,2000,2000,North Carolina,37,Female,F,,,126,4106618,3.1,0.3,0
,2000,2000,North Carolina,37,Male,M,15-24 years,15-24,15,581242,Unreliable,0.7,0
,2000,2000,North Carolina,37,Male,M,25-34 years,25-34,56,616665,9.1,1.2,0
,2000,2000,North Carolina,37,Male,M,35-44 years,35-44,104,637301,16.3,1.6,0
,2000,2000,North Carolina,37,Male,M,45-54 years,45-54,48,528012,9.1,1.3,0
Total,2000,2000,North Carolina,37,Male,M,,,228,3942695,5.8,0.4,0.001
Total,2000,2000,North Carolina,37,,,,,354,8049313,4.4,0.2,0.001
,2000,2000,Ohio,39,Female,F,25-34 years,25-34,18,762753,Unreliable,0.6,0
,2000,2000,Ohio,39,Female,F,35-44 years,35-44,33,915233,3.6,0.6,0
,2000,2000,Ohio,39,Female,F,45-54 years,45-54,26,797406,3.3,0.6,0
Total,2000,2000,Ohio,39,Female,F,,,87,5840878,1.5,0.2,0
,2000,2000,Ohio,39,Male,M,15-24 years,15-24,12,779774,Unreliable,0.4,0
,2000,2000,Ohio,39,Male,M,25-34 years,25-34,39,757141,5.2,0.8,0
,2000,2000,Ohio,39,Male,M,35-44 years,35-44,92,890083,10.3,1.1,0
,2000,2000,Ohio,39,Male,M,45-54 years,45-54,72,768978,9.4,1.1,0
Total,2000,2000,Ohio,39,Male,M,,,225,5512262,4.1,0.3,0.001
Total,2000,2000,Ohio,39,,,,,312,11353140,2.7,0.2,0.001
,2000,2000,Oklahoma,40,Female,F,25-34 years,25-34,10,222174,Unreliable,1.4,0
,2000,2000,Oklahoma,40,Female,F,35-44 years,35-44,20,262800,7.6,1.7,0
,2000,2000,Oklahoma,40,Female,F,45-54 years,45-54,14,230732,Unreliable,1.6,0
Total,2000,2000,Oklahoma,40,Female,F,,,51,1754759,2.9,0.4,0
,2000,2000,Oklahoma,40,Male,M,25-34 years,25-34,17,229473,Unreliable,1.8,0
,2000,2000,Oklahoma,40,Male,M,35-44 years,35-44,42,260722,16.1,2.5,0
,2000,2000,Oklahoma,40,Male,M,45-54 years,45-54,24,223029,10.8,2.2,0
Total,2000,2000,Oklahoma,40,Male,M,,,88,1695895,5.2,0.6,0
Total,2000,2000,Oklahoma,40,,,,,139,3450654,4.0,0.3,0
,2000,2000,Oregon,41,Female,F,35-44 years,35-44,23,263419,8.7,1.8,0
,2000,2000,Oregon,41,Female,F,45-54 years,45-54,12,254977,Unreliable,1.4,0
Total,2000,2000,Oregon,41,Female,F,,,47,1724849,2.7,0.4,0
,2000,2000,Oregon,41,Male,M,25-34 years,25-34,23,243268,9.5,2,0
,2000,2000,Oregon,41,Male,M,35-44 years,35-44,57,263155,21.7,2.9,0
,2000,2000,Oregon,41,Male,M,45-54 years,45-54,40,252178,15.9,2.5,0
Total,2000,2000,Oregon,41,Male,M,,,136,1696550,8.0,0.7,0
Total,2000,2000,Oregon,41,,,,,183,3421399,5.3,0.4,0.001
,2000,2000,Pennsylvania,42,Female,F,25-34 years,25-34,22,783680,2.8,0.6,0
,2000,2000,Pennsylvania,42,Female,F,35-44 years,35-44,36,986962,3.6,0.6,0
,2000,2000,Pennsylvania,42,Female,F,45-54 years,45-54,20,866465,2.3,0.5,0
Total,2000,2000,Pennsylvania,42,Female,F,,,93,6351391,1.5,0.2,0
,2000,2000,Pennsylvania,42,Male,M,15-24 years,15-24,40,806575,5.0,0.8,0
,2000,2000,Pennsylvania,42,Male,M,25-34 years,25-34,80,776806,10.3,1.2,0
,2000,2000,Pennsylvania,42,Male,M,35-44 years,35-44,100,961114,10.4,1,0
,2000,2000,Pennsylvania,42,Male,M,45-54 years,45-54,69,838567,8.2,1,0
Total,2000,2000,Pennsylvania,42,Male,M,,,299,5929663,5.0,0.3,0.001
Total,2000,2000,Pennsylvania,42,,,,,392,12281054,3.2,0.2,0.001
Total,2000,2000,Rhode Island,44,Female,F,,,19,544684,Unreliable,0.8,0
,2000,2000,Rhode Island,44,Male,M,35-44 years,35-44,27,83264,32.4,6.2,0
Total,2000,2000,Rhode Island,44,Male,M,,,46,503635,9.1,1.3,0
Total,2000,2000,Rhode Island,44,,,,,65,1048319,6.2,0.8,0
,2000,2000,South Carolina,45,Female,F,35-44 years,35-44,10,319133,Unreliable,1,0
,2000,2000,South Carolina,45,Female,F,45-54 years,45-54,11,284445,Unreliable,1.2,0
Total,2000,2000,South Carolina,45,Female,F,,,29,2063083,1.4,0.3,0
,2000,2000,South Carolina,45,Male,M,15-24 years,15-24,12,294026,Unreliable,1.2,0
,2000,2000,South Carolina,45,Male,M,25-34 years,25-34,21,278712,7.5,1.6,0
,2000,2000,South Carolina,45,Male,M,35-44 years,35-44,34,305991,11.1,1.9,0
,2000,2000,South Carolina,45,Male,M,45-54 years,45-54,22,265876,8.3,1.8,0
Total,2000,2000,South Carolina,45,Male,M,,,94,1948929,4.8,0.5,0
Total,2000,2000,South Carolina,45,,,,,123,4012012,3.1,0.3,0
,2000,2000,Tennessee,47,Female,F,35-44 years,35-44,23,459616,5.0,1,0
,2000,2000,Tennessee,47,Female,F,45-54 years,45-54,14,401988,Unreliable,0.9,0
Total,2000,2000,Tennessee,47,Female,F,,,51,2919008,1.7,0.2,0
,2000,2000,Tennessee,47,Male,M,15-24 years,15-24,12,397300,Unreliable,0.9,0
,2000,2000,Tennessee,47,Male,M,25-34 years,25-34,14,409068,Unreliable,0.9,0
,2000,2000,Tennessee,47,Male,M,35-44 years,35-44,41,442911,9.3,1.4,0
,2000,2000,Tennessee,47,Male,M,45-54 years,45-54,29,384928,7.5,1.4,0
Total,2000,2000,Tennessee,47,Male,M,,,99,2770275,3.6,0.4,0
Total,2000,2000,Tennessee,47,,,,,150,5689283,2.6,0.2,0
,2000,2000,Texas,48,Female,F,15-24 years,15-24,17,1533375,Unreliable,0.3,0
,2000,2000,Texas,48,Female,F,25-34 years,25-34,41,1553067,2.6,0.4,0
,2000,2000,Texas,48,Female,F,35-44 years,35-44,61,1653634,3.7,0.5,0
,2000,2000,Texas,48,Female,F,45-54 years,45-54,42,1321319,3.2,0.5,0
,2000,2000,Texas,48,Female,F,55-64 years,55-64,16,827390,Unreliable,0.5,0
Total,2000,2000,Texas,48,Female,F,,,185,10498910,1.8,0.1,0.001
,2000,2000,Texas,48,Male,M,15-24 years,15-24,60,1642261,3.7,0.5,0
,2000,2000,Texas,48,Male,M,25-34 years,25-34,87,1609016,5.4,0.6,0
,2000,2000,Texas,48,Male,M,35-44 years,35-44,171,1668604,10.2,0.8,0
,2000,2000,Texas,48,Male,M,45-54 years,45-54,82,1289818,6.4,0.7,0
,2000,2000,Texas,48,Male,M,55-64 years,55-64,17,770800,Unreliable,0.5,0
Total,2000,2000,Texas,48,Male,M,,,420,10352910,4.1,0.2,0.001
Total,2000,2000,Texas,48,,,,,605,20851820,2.9,0.1,0.002
,2000,2000,Utah,49,Female,F,25-34 years,25-34,14,157479,Unreliable,2.4,0
,2000,2000,Utah,49,Female,F,35-44 years,35-44,12,147960,Unreliable,2.3,0
,2000,2000,Utah,49,Female,F,45-54 years,45-54,14,118762,Unreliable,3.2,0
Total,2000,2000,Utah,49,Female,F,,,47,1114138,4.2,0.6,0
,2000,2000,Utah,49,Male,M,15-24 years,15-24,15,220367,Unreliable,1.8,0
,2000,2000,Utah,49,Male,M,25-34 years,25-34,30,169585,17.7,3.2,0
,2000,2000,Utah,49,Male,M,35-44 years,35-44,56,151576,36.9,4.9,0
,2000,2000,Utah,49,Male,M,45-54 years,45-54,21,118948,17.7,3.9,0
Total,2000,2000,Utah,49,Male,M,,,124,1119031,11.1,1,0
Total,2000,2000,Utah,49,,,,,171,2233169,7.7,0.6,0
Total,2000,2000,Vermont,50,Male,M,,,20,298337,6.7,1.5,0
Total,2000,2000,Vermont,50,,,,,24,608827,3.9,0.8,0
,2000,2000,Virginia,51,Female,F,25-34 years,25-34,13,515479,Unreliable,0.7,0
,2000,2000,Virginia,51,Female,F,35-44 years,35-44,31,606713,5.1,0.9,0
,2000,2000,Virginia,51,Female,F,45-54 years,45-54,14,511480,Unreliable,0.7,0
Total,2000,2000,Virginia,51,Female,F,,,73,3606620,2.0,0.2,0
